period,date,panic_budget,learned_budget,panic_sd,learned_sd,reference_covariance,difference_variance,raw_panic_budget,risk_status,risk_update_scheduled,risk_attempt_origin,last_successful_risk_origin,risk_window_start,risk_window_observations,panic_state,learned_state,target,panic_reference_return,learned_reference_return
evaluation,2021-11-01,0.894881270957686,0.10511872904231401,0.0020704026709432596,0.006043423823701834,-4.152671676809017e-09,4.081784407608959e-05,0.894881270957686,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-11-01,2021-11-01,2020-11-03,242,0.0,1.0,0.10511872904231401,0.0,-0.0032073896151796344
evaluation,2021-12-01,0.9033651453474272,0.09663485465257282,0.0020704026709432613,0.0063267310759744745,5.3069187183932515e-09,4.430347949011306e-05,0.9033651453474272,MIN_VARIANCE_BUDGET_AVAILABLE,True,2021-12-01,2021-12-01,2020-12-03,242,0.0,1.0,0.09663485465257282,0.0,0.002642803631357271
evaluation,2022-01-04,0.9025024503842798,0.09749754961572021,0.0020704026709432635,0.006299989013019318,-1.2755542751274531e-09,4.397897989256319e-05,0.9025024503842798,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-01-04,2022-01-04,2021-01-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-02-07,0.8772217709014347,0.12277822909856528,0.0020704026709432648,0.005526548108773549,1.3635606826468876e-08,3.480203000478461e-05,0.8772217709014347,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-02-07,2022-02-07,2021-02-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-03-01,0.7831069832282632,0.21689301677173678,0.0020704026709432665,0.003933594356299341,1.4471270318417556e-09,1.975683752569529e-05,0.7831069832282632,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-03-01,2022-03-01,2021-03-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-04-01,0.7831069832282632,0.21689301677173678,0.0020704026709432682,0.003933594356299341,1.4471270318417627e-09,1.975683752569529e-05,0.7831069832282632,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-04-01,2022-04-01,2021-04-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-05-05,0.7831069832282632,0.21689301677173678,0.00207040267094327,0.003933594356299341,1.447127031841738e-09,1.975683752569529e-05,0.7831069832282632,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-05-05,2022-05-05,2021-05-06,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-06-01,0.8097183434847818,0.19028165651521822,0.0020704026709432717,0.004275753487190616,-1.264060236620781e-08,2.2593916307804083e-05,0.8097183434847818,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-06-01,2022-06-01,2021-06-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-07-01,0.7780908672010769,0.2219091327989231,0.0020704026709432734,0.003880738915837991,-1.1943198080693308e-08,1.9370588148909786e-05,0.7780908672010769,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-07-01,2022-07-01,2021-07-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-08-01,0.6803660419469812,0.31963395805301875,0.0020192116954548963,0.0029507104823494907,-2.4825386011943217e-08,1.2833558993732857e-05,0.6803660419469812,MIN_VARIANCE_BUDGET_AVAILABLE,True,2022-08-01,2022-08-01,2021-08-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-09-01,0.6803660419469812,0.31963395805301875,0.0,0.003711539411602753,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-09-01,2022-08-01,2021-09-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-10-10,0.6803660419469812,0.31963395805301875,0.0,0.003711539411602752,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-10-10,2022-08-01,2021-10-12,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-11-01,0.6803660419469812,0.31963395805301875,0.0,0.003620674365441224,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-11-01,2022-08-01,2021-11-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2022-12-01,0.6803660419469812,0.31963395805301875,0.0,0.003168431901387004,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2022-12-01,2022-08-01,2021-12-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-01-03,0.6803660419469812,0.31963395805301875,0.0,0.002953404632204453,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-01-03,2022-08-01,2022-01-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-02-01,0.6803660419469812,0.31963395805301875,0.0,0.0029534046322044517,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-02-01,2022-08-01,2022-01-27,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-03-01,0.6803660419469812,0.31963395805301875,0.0,0.0029534046322044504,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-03-01,2022-08-01,2022-03-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-04-03,0.6803660419469812,0.31963395805301875,0.0,0.002953404632204448,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-04-03,2022-08-01,2022-04-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-05-04,0.6803660419469812,0.31963395805301875,0.0,0.0029534046322044465,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-05-04,2022-08-01,2022-05-09,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-06-01,0.6803660419469812,0.31963395805301875,0.0,0.002429941423497484,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-06-01,2022-08-01,2022-06-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-07-03,0.6803660419469812,0.31963395805301875,0.0,0.0022497667681421808,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-07-03,2022-08-01,2022-07-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-08-01,0.6803660419469812,0.31963395805301875,0.0,0.0022497667681421825,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-08-01,2022-08-01,2022-08-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-09-01,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-09-01,2022-08-01,2022-09-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-10-09,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-10-09,2022-08-01,2022-10-11,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-11-01,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-11-01,2022-08-01,2022-11-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2023-12-01,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2023-12-01,2022-08-01,2022-12-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-01-02,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-01-02,2022-08-01,2023-01-04,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-02-01,0.6803660419469812,0.31963395805301875,0.0,0.0,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-02-01,2022-08-01,2023-02-10,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-03-01,0.6803660419469812,0.31963395805301875,0.0,0.001075383832918162,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-03-01,2022-08-01,2023-03-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-04-01,0.6803660419469812,0.31963395805301875,0.0,0.001075383832918162,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-04-01,2022-08-01,2023-04-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-05-06,0.6803660419469812,0.31963395805301875,0.0,0.001075383832918162,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-05-06,2022-08-01,2023-05-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-06-03,0.6803660419469812,0.31963395805301875,0.0,0.0010753838329181618,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-06-03,2022-08-01,2023-06-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-07-01,0.6803660419469812,0.31963395805301875,0.0,0.0014118383612107999,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-07-01,2022-08-01,2023-07-03,242,0.0,1.0,0.31963395805301875,0.0,0.004014276588118371
evaluation,2024-08-01,0.6803660419469812,0.31963395805301875,0.0,0.0019969378472530133,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-08-01,2022-08-01,2023-08-03,242,0.0,1.0,0.31963395805301875,0.0,0.0
evaluation,2024-09-02,0.6803660419469812,0.31963395805301875,0.0,0.0026219925966874873,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-09-02,2022-08-01,2023-09-04,242,0.0,1.0,0.31963395805301875,0.0,-0.017643307370088124
evaluation,2024-10-08,0.6803660419469812,0.31963395805301875,0.0,0.006227028102945457,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-10-08,2022-08-01,2023-10-09,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-11-01,0.6803660419469812,0.31963395805301875,0.0,0.006227028102945457,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-11-01,2022-08-01,2023-11-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2024-12-02,0.6803660419469812,0.31963395805301875,0.0,0.006227028102945457,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2024-12-02,2022-08-01,2023-12-01,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-01-02,0.6803660419469812,0.31963395805301875,0.0,0.006227028102945457,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-01-02,2022-08-01,2024-01-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-02-05,0.6803660419469812,0.31963395805301875,0.0,0.006227028102945457,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-02-05,2022-08-01,2024-01-29,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-03-03,0.6803660419469812,0.31963395805301875,0.0,0.006140636424017673,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-03-03,2022-08-01,2024-03-01,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-04-01,0.6803660419469812,0.31963395805301875,0.0,0.006140636424017673,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2025-04-01,2022-08-01,2024-04-01,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-05-06,0.9398880263127198,0.06011197368728016,0.00161882072358757,0.006149408741204137,2.1585525531649372e-07,4.0004097890881394e-05,0.9398880263127198,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-05-06,2025-05-06,2024-05-07,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-06-03,0.939863715654812,0.06013628434518803,0.0016188207235875711,0.006150217991317529,2.140693715929548e-07,4.00176231326569e-05,0.939863715654812,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-06-03,2025-06-03,2024-06-03,242,0.0,1.0,0.06013628434518803,0.0,0.0020716086281438173
evaluation,2025-07-01,0.9391533781436652,0.060846621856334826,0.001618820723587572,0.0061346733725915715,1.949342490379316e-07,3.986492942542439e-05,0.9391533781436652,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-07-01,2025-07-01,2024-07-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-08-01,0.9362323268771413,0.06376767312285869,0.0016188207235875733,0.005973299832853453,2.042739604827972e-07,3.789234350731803e-05,0.9362323268771413,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-08-01,2025-08-01,2024-08-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-09-01,0.9333091620188914,0.06669083798110864,0.0016188207235875744,0.0058373077234246075,2.0006205418084544e-07,3.629461788470697e-05,0.9333091620188914,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-09-01,2025-09-01,2024-09-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-10-09,0.2090959975392107,0.7909040024607893,0.0016188207235875757,0.0009504200489514543,2.8612414094134965e-07,2.9516305226827676e-06,0.2090959975392107,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-10-09,2025-10-09,2024-10-11,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-11-03,0.20909599753921088,0.7909040024607892,0.0016188207235875766,0.0009504200489514544,2.861241409413497e-07,2.951630522682766e-06,0.20909599753921088,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-11-03,2025-11-03,2024-11-05,242,0.0,0.0,0.0,0.0,0.0
evaluation,2025-12-01,0.20909599753921088,0.7909040024607892,0.0016188207235875779,0.0009504200489514544,2.861241409413497e-07,2.951630522682766e-06,0.20909599753921088,MIN_VARIANCE_BUDGET_AVAILABLE,True,2025-12-01,2025-12-01,2024-12-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-01-05,0.5389857485793578,0.46101425142064223,0.001618820723587579,0.0017379123188330538,2.569674041397312e-07,5.126984954788808e-06,0.5389857485793578,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-01-05,2026-01-05,2025-01-06,242,0.0,1.0,0.46101425142064223,0.0,0.019123404691441692
evaluation,2026-02-02,0.6596305225954499,0.34036947740455015,0.00161882072358758,0.002201645532660938,2.466988214871047e-07,6.974425943628241e-06,0.6596305225954499,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-02-02,2026-02-02,2025-02-11,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-03-02,0.6596305225954494,0.3403694774045506,0.001618820723587581,0.002201645532660937,2.4669882148710474e-07,6.97442594362824e-06,0.6596305225954494,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-03-02,2026-03-02,2025-03-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-04-01,0.6596305225954484,0.3403694774045516,0.001618820723587582,0.0022016455326609352,2.4669882148710484e-07,6.9744259436282395e-06,0.6596305225954484,MIN_VARIANCE_BUDGET_AVAILABLE,True,2026-04-01,2026-04-01,2025-04-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-05-06,0.6596305225954484,0.3403694774045516,0.0,0.002183301556430864,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-05-06,2026-04-01,2025-05-07,242,0.0,1.0,0.3403694774045516,0.0,0.0036993468073034386
evaluation,2026-06-01,0.6596305225954484,0.3403694774045516,0.0,0.0027642817303166313,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-06-01,2026-04-01,2025-06-03,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-07-01,0.6596305225954484,0.3403694774045516,0.0,0.0040697544491739126,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-07-01,2026-04-01,2025-07-02,242,0.0,0.0,0.0,0.0,0.0
evaluation,2026-08-03,0.6596305225954484,0.3403694774045516,0.0,0.004800753309229984,,,,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,True,2026-08-03,2026-04-01,2025-08-04,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2015-01-05,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-01-05,,2015-01-05,1,0.0,1.0,0.5,0.0,0.022514227600000103
earlier_diagnostic,2015-02-02,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-02-02,,2015-01-05,21,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2015-03-02,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-03-02,,2015-01-05,36,0.0,1.0,0.5,0.0,0.007863960647574553
earlier_diagnostic,2015-04-01,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-04-01,,2015-01-05,58,0.0,1.0,0.5,0.0,0.01636682798858491
earlier_diagnostic,2015-05-04,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-05-04,,2015-01-05,79,0.0,1.0,0.5,0.0,0.005484599359622422
earlier_diagnostic,2015-06-01,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-06-01,,2015-01-05,99,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2015-07-01,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-07-01,,2015-01-05,120,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2015-08-03,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-08-03,,2015-01-05,143,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2015-09-01,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-09-01,,2015-01-05,164,1.0,0.0,0.5,-0.003827409150660932,0.0
earlier_diagnostic,2015-10-08,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-10-08,,2015-01-05,184,0.0,1.0,0.5,0.0,0.0355918565077209
earlier_diagnostic,2015-11-02,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-11-02,,2015-01-05,201,0.0,1.0,0.5,0.0,-0.016560072692800354
earlier_diagnostic,2015-12-01,0.5,0.5,,,,,,NO_VIEW_WARMUP_KEEP_BUDGET,True,2015-12-01,,2015-01-05,222,0.0,1.0,0.5,0.0,0.007677180059363353
earlier_diagnostic,2016-01-04,0.7658934524111283,0.23410654758887173,0.008312876231658772,0.015024771814203003,1.4693662800801424e-07,0.00029455380605573005,0.7658934524111283,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-01-04,2016-01-04,2015-01-08,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-02-01,0.6807499651400472,0.31925003485995285,0.009124930035763805,0.013291325664382167,7.847921775075488e-07,0.00025835410171923365,0.6807499651400472,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-02-01,2016-02-01,2015-02-05,242,1.0,0.0,0.6807499651400472,-0.011099311836974768,0.0
earlier_diagnostic,2016-03-01,0.6490968778514281,0.3509031221485719,0.009522875824176746,0.012939459133960138,3.752140116368926e-07,0.00025736433861884124,0.6490968778514281,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-03-01,2016-03-01,2015-03-06,242,1.0,0.0,0.6490968778514281,0.0,0.0
earlier_diagnostic,2016-04-01,0.6008827470658914,0.3991172529341086,0.009917952823997015,0.012168244117278453,5.225896502907376e-08,0.000246327435186655,0.6008827470658914,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-04-01,2016-04-01,2015-04-09,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-05-03,0.5544165305804969,0.4455834694195031,0.009917952823997014,0.011062609825396556,4.1519357393199405e-08,0.00022066408565320447,0.5544165305804969,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-05-03,2016-05-03,2015-05-08,242,0.0,1.0,0.4455834694195031,0.0,0.016885217148883136
earlier_diagnostic,2016-06-01,0.5598721577321493,0.44012784226785073,0.009917952823997012,0.01118583698412648,1.8142991092198854e-08,0.00022345245127229822,0.5598721577321493,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-06-01,2016-06-01,2015-06-08,242,0.0,1.0,0.44012784226785073,0.0,-0.004100927545583555
earlier_diagnostic,2016-07-01,0.6007449003102708,0.39925509968972916,0.008183734842294794,0.010042291550162724,-1.4853473457409348e-07,0.00016811820501660784,0.6007449003102708,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-07-01,2016-07-01,2015-07-07,242,0.0,1.0,0.39925509968972916,0.0,-0.0009487622367908566
earlier_diagnostic,2016-08-01,0.6868124223942649,0.3131875776057351,0.007003293889271877,0.0103705203648652,7.72644443761261e-09,0.00015657836504872195,0.6868124223942649,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-08-01,2016-08-01,2015-08-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-09-01,0.7413341559655339,0.25866584403446613,0.006131623564948681,0.0103705203648652,1.0956363785322326e-07,0.00014492537290461177,0.7413341559655339,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-09-01,2016-09-01,2015-09-09,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-10-10,0.7631828090173184,0.2368171909826816,0.005408600339672931,0.009711347353726897,-1.6981034909356456e-08,0.00012359718712886688,0.7631828090173184,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-10-10,2016-10-10,2015-10-14,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-11-01,0.6959450854875546,0.3040549145124454,0.005408600339672929,0.008183292329956246,-7.584827546417208e-09,9.623440064692407e-05,0.6959450854875546,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-11-01,2016-11-01,2015-11-05,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2016-12-01,0.5744067251689817,0.4255932748310183,0.005408600339672927,0.006283610347317045,-6.227245590231549e-09,6.874917112240062e-05,0.5744067251689817,MIN_VARIANCE_BUDGET_AVAILABLE,True,2016-12-01,2016-12-01,2015-12-07,242,0.0,0.0,0.0,0.0,0.0
earlier_diagnostic,2017-01-03,0.46742308529518145,0.5325769147048185,0.005408600339672926,0.005066922360508466,-4.3988321604360726e-09,5.493545750605191e-05,0.46742308529518145,MIN_VARIANCE_BUDGET_AVAILABLE,True,2017-01-03,2017-01-03,2016-01-07,242,0.0,0.0,0.0,0.0,0.0
