研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文元每股,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202101271454757072,688981.SH,中芯国际,国信证券,2021,0.59,2021-01-27,2021-01-27,7895,1,摊薄每股收益(元) 0.35 0.51 0.59 0.72
AP202101271454757072,688981.SH,中芯国际,国信证券,2022,0.72,2021-01-27,2021-01-27,7895,1,摊薄每股收益(元) 0.35 0.51 0.59 0.72
AP202102051459130006,688981.SH,中芯国际,国信证券,2020,0.55,2021-02-05,2021-02-05,7896,1,摊薄每股收益(元) 0.35 0.55 0.63 0.74
AP202102051459130006,688981.SH,中芯国际,国信证券,2021,0.63,2021-02-05,2021-02-05,7896,1,摊薄每股收益(元) 0.35 0.55 0.63 0.74
AP202102051459130006,688981.SH,中芯国际,国信证券,2022,0.74,2021-02-05,2021-02-05,7896,1,摊薄每股收益(元) 0.35 0.55 0.63 0.74
AP202103101470303306,600809.SH,山西汾酒,国信证券,2020,3.54,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103101470303306,600809.SH,山西汾酒,国信证券,2021,4.87,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103101470303306,600809.SH,山西汾酒,国信证券,2022,6.24,2021-03-10,2021-03-10,872,1,摊薄每股收益(元) 1.69 2.22 3.54 4.87 6.24
AP202103301478690946,601658.SH,邮储银行,国信证券,2021,0.79,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202103301478690946,601658.SH,邮储银行,国信证券,2022,0.90,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202103301478690946,601658.SH,邮储银行,国信证券,2023,1.03,2021-03-30,2021-03-30,92384,1,摊薄每股收益(元) 0.63 0.71 0.79 0.90 1.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2021,43.41,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2022,51.54,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480045742,600519.SH,贵州茅台,国信证券,2023,60.03,2021-03-31,2021-04-01,1256,1,摊薄每股收益(元) 32.80 37.17 43.41 51.54 60.03
AP202104011480442029,688981.SH,中芯国际,国信证券,2021,0.58,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104011480442029,688981.SH,中芯国际,国信证券,2022,0.71,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104011480442029,688981.SH,中芯国际,国信证券,2023,0.84,2021-04-01,2021-04-01,7899,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202104201486580213,603369.SH,今世缘,国信证券,2021,1.51,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104201486580213,603369.SH,今世缘,国信证券,2022,1.90,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104201486580213,603369.SH,今世缘,国信证券,2023,2.34,2021-04-19,2021-04-20,1255,1,摊薄每股收益(元) 1.16 1.25 1.51 1.90 2.34
AP202104251487654967,002027.SZ,分众传媒,国信证券,2021,0.40,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104251487654967,002027.SZ,分众传媒,国信证券,2022,0.46,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104251487654967,002027.SZ,分众传媒,国信证券,2023,0.53,2021-04-23,2021-04-25,14678,1,摊薄每股收益(元) 5.6 0.3 0.40 0.46 0.53
AP202104271488125799,600809.SH,山西汾酒,国信证券,2021,5.34,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104271488125799,600809.SH,山西汾酒,国信证券,2022,7.12,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104271488125799,600809.SH,山西汾酒,国信证券,2023,9.31,2021-04-27,2021-04-27,872,1,摊薄每股收益(元) 2.22 3.53 5.34 7.12 9.31
AP202104281488334433,002756.SZ,永兴材料,国信证券,2021,1.83,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488334433,002756.SZ,永兴材料,国信证券,2022,3.12,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488334433,002756.SZ,永兴材料,国信证券,2023,3.77,2021-04-27,2021-04-28,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2021,1.06,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2022,1.40,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104281488430805,000860.SZ,顺鑫农业,国信证券,2023,1.66,2021-04-28,2021-04-28,742,1,摊薄每股收益(元) 1.09 0.57 1.06 1.40 1.66
AP202104291488571425,600519.SH,贵州茅台,国信证券,2021,42.57,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488571425,600519.SH,贵州茅台,国信证券,2022,49.76,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488571425,600519.SH,贵州茅台,国信证券,2023,57.27,2021-04-28,2021-04-29,1256,1,摊薄每股收益(元) 32.80 37.17 42.57 49.76 57.27
AP202104291488590484,000858.SZ,五粮液,国信证券,2021,6.25,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202104291488590484,000858.SZ,五粮液,国信证券,2022,7.40,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202104291488590484,000858.SZ,五粮液,国信证券,2023,8.65,2021-04-28,2021-04-29,3882,1,摊薄每股收益(元) 4.48 5.14 6.25 7.40 8.65
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2021,4.82,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2022,5.85,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004331,000596.SZ,古井贡酒,国信证券,2023,7.01,2021-04-30,2021-05-06,504,1,摊薄每股收益(元) 4.17 3.68 4.82 5.85 7.01
AP202105061490004349,601658.SH,邮储银行,国信证券,2021,0.75,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004349,601658.SH,邮储银行,国信证券,2022,0.85,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004349,601658.SH,邮储银行,国信证券,2023,0.97,2021-04-30,2021-05-06,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2021,5.40,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2022,6.88,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105061490004418,000568.SZ,泸州老窖,国信证券,2023,8.52,2021-04-30,2021-05-06,1465,1,摊薄每股收益(元) 3.17 4.10 5.40 6.88 8.52
AP202105141491641105,688981.SH,中芯国际,国信证券,2021,0.58,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202105141491641105,688981.SH,中芯国际,国信证券,2022,0.71,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202105141491641105,688981.SH,中芯国际,国信证券,2023,0.84,2021-05-14,2021-05-14,7900,1,摊薄每股收益(元) 19.77 0.58 0.71 0.84
AP202108041508020604,002756.SZ,永兴材料,国信证券,2021,1.83,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108041508020604,002756.SZ,永兴材料,国信证券,2022,3.12,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108041508020604,002756.SZ,永兴材料,国信证券,2023,3.77,2021-08-04,2021-08-04,406,1,摊薄每股收益(元) 0.66 1.83 3.12 3.77
AP202108061508408853,688981.SH,中芯国际,国信证券,2021,1.19,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108061508408853,688981.SH,中芯国际,国信证券,2022,1.44,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108061508408853,688981.SH,中芯国际,国信证券,2023,1.73,2021-08-06,2021-08-06,7902,1,摊薄每股收益(元) 19.77 1.19 1.44 1.73
AP202108261512499220,000651.SZ,格力电器,国信证券,2021,4.07,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108261512499220,000651.SZ,格力电器,国信证券,2022,4.61,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108261512499220,000651.SZ,格力电器,国信证券,2023,5.17,2021-08-24,2021-08-26,6016,1,摊薄每股收益(元) 4.11 3.69 4.07 4.61 5.17
AP202108311513453815,601658.SH,邮储银行,国信证券,2021,0.75,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202108311513453815,601658.SH,邮储银行,国信证券,2022,0.85,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202108311513453815,601658.SH,邮储银行,国信证券,2023,0.97,2021-08-29,2021-09-01,92384,1,摊薄每股收益(元) 0.59 0.67 0.75 0.85 0.97
AP202203101551739416,000001.SZ,平安银行,国信证券,2022,2.01,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2023,2.32,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551739416,000001.SZ,平安银行,国信证券,2024,2.68,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 1.49 1.73 2.01 2.32 2.68
AP202203101551753257,300059.SZ,东方财富,国信证券,2021,0.81,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203101551753257,300059.SZ,东方财富,国信证券,2022,1.10,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203101551753257,300059.SZ,东方财富,国信证券,2023,1.45,2022-03-10,2022-03-10,,1,摊薄每股收益(元) 0.27 0.55 0.81 1.10 1.45
AP202203201553776369,300059.SZ,东方财富,国信证券,2022,0.98,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776369,300059.SZ,东方财富,国信证券,2023,1.23,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776369,300059.SZ,东方财富,国信证券,2024,1.51,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 0.55 0.83 0.98 1.23 1.51
AP202203201553776771,601318.SH,中国平安,国信证券,2022,6.65,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553776771,601318.SH,中国平安,国信证券,2023,7.52,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553776771,601318.SH,中国平安,国信证券,2024,8.54,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 8.17 5.56 6.65 7.52 8.54
AP202203201553798078,600036.SH,招商银行,国信证券,2022,5.38,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2023,6.20,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203201553798078,600036.SH,招商银行,国信证券,2024,7.16,2022-03-19,2022-03-20,,1,摊薄每股收益(元) 3.79 4.61 5.38 6.20 7.16
AP202203251554876535,601166.SH,兴业银行,国信证券,2022,4.51,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 3.21 3.98 4.51 5.11 5.70
AP202203251554876535,601166.SH,兴业银行,国信证券,2023,5.11,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 3.21 3.98 4.51 5.11 5.70
AP202203251554876535,601166.SH,兴业银行,国信证券,2024,5.70,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 3.21 3.98 4.51 5.11 5.70
AP202203251554883644,601456.SH,国联证券,国信证券,2022,0.39,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 0.28 0.36 0.39 0.63 0.87
AP202203251554883644,601456.SH,国联证券,国信证券,2023,0.63,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 0.28 0.36 0.39 0.63 0.87
AP202203251554883644,601456.SH,国联证券,国信证券,2024,0.87,2022-03-25,2022-03-25,,1,摊薄每股收益(元) 0.28 0.36 0.39 0.63 0.87
AP202203281555491922,601328.SH,交通银行,国信证券,2022,1.26,2022-03-27,2022-03-28,,1,摊薄每股收益(元) 0.99 1.18 1.26 1.34 1.42
AP202203281555491922,601328.SH,交通银行,国信证券,2023,1.34,2022-03-27,2022-03-28,,1,摊薄每股收益(元) 0.99 1.18 1.26 1.34 1.42
AP202203281555491922,601328.SH,交通银行,国信证券,2024,1.42,2022-03-27,2022-03-28,,1,摊薄每股收益(元) 0.99 1.18 1.26 1.34 1.42
AP202203291555781347,002839.SZ,张家港行,国信证券,2022,0.85,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202203291555781347,002839.SZ,张家港行,国信证券,2023,0.99,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202203291555781347,002839.SZ,张家港行,国信证券,2024,1.15,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202203291555781349,600030.SH,中信证券,国信证券,2022,2.2,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202203291555781349,600030.SH,中信证券,国信证券,2023,2.5,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202203291555781349,600030.SH,中信证券,国信证券,2024,2.8,2022-03-29,2022-03-29,,1,摊薄每股收益(元) 1.2 1.8 2.2 2.5 2.8
AP202203301555975280,601988.SH,中国银行,国信证券,2022,0.79,2022-03-29,2022-03-30,,1,摊薄每股收益(元) 0.61 0.74 0.79 0.83 0.87
AP202203301555975280,601988.SH,中国银行,国信证券,2023,0.83,2022-03-29,2022-03-30,,1,摊薄每股收益(元) 0.61 0.74 0.79 0.83 0.87
AP202203301555975280,601988.SH,中国银行,国信证券,2024,0.87,2022-03-29,2022-03-30,,1,摊薄每股收益(元) 0.61 0.74 0.79 0.83 0.87
AP202203301556016081,601939.SH,建设银行,国信证券,2022,1.32,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202203301556016081,601939.SH,建设银行,国信证券,2023,1.42,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202203301556016081,601939.SH,建设银行,国信证券,2024,1.51,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202203311556286052,601658.SH,邮储银行,国信证券,2022,0.88,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.67 0.77 0.88 1.00 1.13
AP202203311556286052,601658.SH,邮储银行,国信证券,2023,1.00,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.67 0.77 0.88 1.00 1.13
AP202203311556286052,601658.SH,邮储银行,国信证券,2024,1.13,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.67 0.77 0.88 1.00 1.13
AP202203311556286148,601398.SH,工商银行,国信证券,2022,0.91,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.86 0.86 0.91 0.97 1.03
AP202203311556286148,601398.SH,工商银行,国信证券,2023,0.97,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.86 0.86 0.91 0.97 1.03
AP202203311556286148,601398.SH,工商银行,国信证券,2024,1.03,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.86 0.86 0.91 0.97 1.03
AP202203311556319114,601288.SH,农业银行,国信证券,2022,0.75,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.59 0.69 0.75 0.80 0.85
AP202203311556319114,601288.SH,农业银行,国信证券,2023,0.80,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.59 0.69 0.75 0.80 0.85
AP202203311556319114,601288.SH,农业银行,国信证券,2024,0.85,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 0.59 0.69 0.75 0.80 0.85
AP202203311556330750,601688.SH,华泰证券,国信证券,2022,1.7,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 1.2 1.5 1.7 2.1 2.4
AP202203311556330750,601688.SH,华泰证券,国信证券,2023,2.1,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 1.2 1.5 1.7 2.1 2.4
AP202203311556330750,601688.SH,华泰证券,国信证券,2024,2.4,2022-03-31,2022-03-31,,1,摊薄每股收益(元) 1.2 1.5 1.7 2.1 2.4
AP202204011556595137,601995.SH,中金公司,国信证券,2022,2.8,2022-04-01,2022-04-01,,1,摊薄每股收益(元) 1.2 2.2 2.8 3.4 4.0
AP202204011556595137,601995.SH,中金公司,国信证券,2023,3.4,2022-04-01,2022-04-01,,1,摊薄每股收益(元) 1.2 2.2 2.8 3.4 4.0
AP202204011556595137,601995.SH,中金公司,国信证券,2024,4.0,2022-04-01,2022-04-01,,1,摊薄每股收益(元) 1.2 2.2 2.8 3.4 4.0
AP202204061557577602,601336.SH,新华保险,国信证券,2022,5.3,2022-04-05,2022-04-06,,1,摊薄每股收益(元) 4.6 4.8 5.3 6.4 7.5
AP202204061557577602,601336.SH,新华保险,国信证券,2023,6.4,2022-04-05,2022-04-06,,1,摊薄每股收益(元) 4.6 4.8 5.3 6.4 7.5
AP202204061557577602,601336.SH,新华保险,国信证券,2024,7.5,2022-04-05,2022-04-06,,1,摊薄每股收益(元) 4.6 4.8 5.3 6.4 7.5
AP202204101558430844,002142.SZ,宁波银行,国信证券,2022,3.46,2022-04-08,2022-04-10,,1,摊薄每股收益(元) 2.28 2.85 3.46 4.20 5.06
AP202204101558430844,002142.SZ,宁波银行,国信证券,2023,4.20,2022-04-08,2022-04-10,,1,摊薄每股收益(元) 2.28 2.85 3.46 4.20 5.06
AP202204101558430844,002142.SZ,宁波银行,国信证券,2024,5.06,2022-04-08,2022-04-10,,1,摊薄每股收益(元) 2.28 2.85 3.46 4.20 5.06
AP202204111558619207,002839.SZ,张家港行,国信证券,2022,0.85,2022-04-11,2022-04-11,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202204111558619207,002839.SZ,张家港行,国信证券,2023,0.99,2022-04-11,2022-04-11,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202204111558619207,002839.SZ,张家港行,国信证券,2024,1.15,2022-04-11,2022-04-11,,1,摊薄每股收益(元) 0.55 0.72 0.85 0.99 1.15
AP202204181559970198,600926.SH,杭州银行,国信证券,2022,1.93,2022-04-17,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204181559970198,600926.SH,杭州银行,国信证券,2023,2.33,2022-04-17,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204181559970198,600926.SH,杭州银行,国信证券,2024,2.73,2022-04-17,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204181559994991,600926.SH,杭州银行,国信证券,2022,1.93,2022-04-16,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204181559994991,600926.SH,杭州银行,国信证券,2023,2.33,2022-04-16,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204181559994991,600926.SH,杭州银行,国信证券,2024,2.73,2022-04-16,2022-04-18,,1,摊薄每股收益(元) 1.20 1.56 1.93 2.33 2.73
AP202204221560861761,002839.SZ,张家港行,国信证券,2022,0.90,2022-04-22,2022-04-22,,1,摊薄每股收益(元) 0.55 0.72 0.90 1.04 1.20
AP202204221560861761,002839.SZ,张家港行,国信证券,2023,1.04,2022-04-22,2022-04-22,,1,摊薄每股收益(元) 0.55 0.72 0.90 1.04 1.20
