fit_index,fit_origin,status,failure,source_input_identity,first_attempt_fit_index,parameter_first_fit_index,reused_previous_input,fixed_prediction_identity,nonzero_factor_count,nonzero_factors,kkt_max_violation,solver_iterations
1139,2017-02-03,NO_VIEW_MINIMUM_MATURE_CYCLES_OR_ROWS,,,,,False,NO_MODEL,,,,
1157,2017-03-01,FIT_COMPLETE,,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,1157.0,1157.0,False,ff3307202ed369d8dc94d998065d698840b4466d1b40bfd778e8aa6acbbfdec2,2.0,"cycle_return,mom20",6.42907385314806e-13,24.0
1180,2017-04-05,FIT_COMPLETE,,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,1157.0,1157.0,True,ff3307202ed369d8dc94d998065d698840b4466d1b40bfd778e8aa6acbbfdec2,2.0,"cycle_return,mom20",6.42907385314806e-13,24.0
1198,2017-05-02,FIT_COMPLETE,,77eb974da0cbf7b82fdaeaff5365746c7f32aead04218efc7b9703c627f75e02,1157.0,1157.0,True,ff3307202ed369d8dc94d998065d698840b4466d1b40bfd778e8aa6acbbfdec2,2.0,"cycle_return,mom20",6.42907385314806e-13,24.0
1218,2017-06-01,FIT_COMPLETE,,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,1218.0,1218.0,False,ce87b32bf19d17628918870f3ccf42ac05a7d673a7d70dc7e51696369ca43895,2.0,"cycle_return,mom20",5.854056388948647e-13,24.0
1240,2017-07-03,FIT_COMPLETE,,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,1218.0,1218.0,True,ce87b32bf19d17628918870f3ccf42ac05a7d673a7d70dc7e51696369ca43895,2.0,"cycle_return,mom20",5.854056388948647e-13,24.0
1261,2017-08-01,FIT_COMPLETE,,600a4d0e7767a561089d4f8962e38a9e57151d97bca4084ea0afb435d4359050,1218.0,1218.0,True,ce87b32bf19d17628918870f3ccf42ac05a7d673a7d70dc7e51696369ca43895,2.0,"cycle_return,mom20",5.854056388948647e-13,24.0
1284,2017-09-01,FIT_COMPLETE,,7a270df278db7b6093fd061517d7ddebc62889d594e06920b15ea062530e297c,1284.0,1284.0,False,e03cb07d7d42bfabefc834eba707bf0e6090e57d31eacfe3bac9ffe068797c0c,2.0,"cycle_return,mom20",5.847176041962054e-13,24.0
1305,2017-10-09,FIT_COMPLETE,,7a270df278db7b6093fd061517d7ddebc62889d594e06920b15ea062530e297c,1284.0,1284.0,True,e03cb07d7d42bfabefc834eba707bf0e6090e57d31eacfe3bac9ffe068797c0c,2.0,"cycle_return,mom20",5.847176041962054e-13,24.0
1322,2017-11-01,FIT_COMPLETE,,7a270df278db7b6093fd061517d7ddebc62889d594e06920b15ea062530e297c,1284.0,1284.0,True,e03cb07d7d42bfabefc834eba707bf0e6090e57d31eacfe3bac9ffe068797c0c,2.0,"cycle_return,mom20",5.847176041962054e-13,24.0
1344,2017-12-01,FIT_COMPLETE,,62c3890db920fa5d75accff65f5f30c09e89980787c11c5f241971cd0b689209,1344.0,1344.0,False,08971a59d0bbd9fac83bd71b689876141e0b27ef5395d88797779810bb54787b,2.0,"cycle_return,mom20",6.795603576387199e-13,24.0
1365,2018-01-02,FIT_COMPLETE,,62c3890db920fa5d75accff65f5f30c09e89980787c11c5f241971cd0b689209,1344.0,1344.0,True,08971a59d0bbd9fac83bd71b689876141e0b27ef5395d88797779810bb54787b,2.0,"cycle_return,mom20",6.795603576387199e-13,24.0
1387,2018-02-01,FIT_COMPLETE,,62c3890db920fa5d75accff65f5f30c09e89980787c11c5f241971cd0b689209,1344.0,1344.0,True,08971a59d0bbd9fac83bd71b689876141e0b27ef5395d88797779810bb54787b,2.0,"cycle_return,mom20",6.795603576387199e-13,24.0
1402,2018-03-01,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,False,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1424,2018-04-02,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1442,2018-05-02,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1464,2018-06-01,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1484,2018-07-02,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1506,2018-08-01,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1529,2018-09-03,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1548,2018-10-08,FIT_COMPLETE,,16553e812c0ffc4155c3d7b8a440f7a4b8ac10e11094373039a9a1b13244b84c,1402.0,1402.0,True,8d1afdac67b797c2120c3cd10e778ed59ca795e00d5853d0b586c8342ce49dd3,2.0,"cycle_return,mom20",6.149009253164639e-13,24.0
1566,2018-11-01,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,False,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1588,2018-12-03,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1608,2019-01-02,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1630,2019-02-01,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1645,2019-03-01,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1666,2019-04-01,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1687,2019-05-06,FIT_COMPLETE,,c2a0d1da23bdde454b7cce8edafa92e2d429fa18500e599ab26019ce7799cdd9,1566.0,1566.0,True,1b03cca0bc702e4fc6dd8d713b30d0cbd58b0d9d1876b72c228c47cfb26c526f,2.0,"cycle_return,mom20",7.912893430772616e-13,24.0
1707,2019-06-03,FIT_COMPLETE,,49fc07d4c718b5ebaad0d3882b655d5700aacaa895c94f99aac4cdd1680763ca,1707.0,1707.0,False,a874c7585471629bfa88125117d5d98f0887e11620805ff4702a7dc7df283378,2.0,"cycle_return,mom20",1.0121955357211831e-12,22.0
1726,2019-07-01,FIT_COMPLETE,,49fc07d4c718b5ebaad0d3882b655d5700aacaa895c94f99aac4cdd1680763ca,1707.0,1707.0,True,a874c7585471629bfa88125117d5d98f0887e11620805ff4702a7dc7df283378,2.0,"cycle_return,mom20",1.0121955357211831e-12,22.0
1749,2019-08-01,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,False,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1771,2019-09-02,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1791,2019-10-08,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1809,2019-11-01,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1830,2019-12-02,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1852,2020-01-02,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1868,2020-02-03,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1888,2020-03-02,FIT_COMPLETE,,fa40909a00422014d43f9e4734f7c01ccd63dd56e0ddf81feda3721aa31ad428,1749.0,1749.0,True,c215fbdcf0e3f9153dd45a083774e38d0065c92cbb2e299058bd5a9fd79c6449,2.0,"cycle_return,mom20",5.435719149099461e-13,21.0
1910,2020-04-01,FIT_COMPLETE,,5022f750a25dd3d9b21b7ba904dec1aeb9db160c8b3752e86fd9afcf324dc68d,1910.0,1910.0,False,9f74c765a7eeb5e03e387cfc4c356c7615696669c53bc7a49d2652d8c9aea045,2.0,"cycle_return,mom20",7.574260229431529e-13,20.0
1931,2020-05-06,FIT_COMPLETE,,5022f750a25dd3d9b21b7ba904dec1aeb9db160c8b3752e86fd9afcf324dc68d,1910.0,1910.0,True,9f74c765a7eeb5e03e387cfc4c356c7615696669c53bc7a49d2652d8c9aea045,2.0,"cycle_return,mom20",7.574260229431529e-13,20.0
1949,2020-06-01,FIT_COMPLETE,,771821f762f178507f73d0d30034d907d73fad6d5e8a79742ac8242b6aee03dc,1949.0,1949.0,False,6736b091a85870df7cc40cea9d6eef3c1788d9c02d16a9e326f7206b3a6e7706,2.0,"cycle_return,mom20",4.2713142051065134e-13,20.0
1969,2020-07-01,FIT_COMPLETE,,771821f762f178507f73d0d30034d907d73fad6d5e8a79742ac8242b6aee03dc,1949.0,1949.0,True,6736b091a85870df7cc40cea9d6eef3c1788d9c02d16a9e326f7206b3a6e7706,2.0,"cycle_return,mom20",4.2713142051065134e-13,20.0
1992,2020-08-03,FIT_COMPLETE,,771821f762f178507f73d0d30034d907d73fad6d5e8a79742ac8242b6aee03dc,1949.0,1949.0,True,6736b091a85870df7cc40cea9d6eef3c1788d9c02d16a9e326f7206b3a6e7706,2.0,"cycle_return,mom20",4.2713142051065134e-13,20.0
2013,2020-09-01,FIT_COMPLETE,,771821f762f178507f73d0d30034d907d73fad6d5e8a79742ac8242b6aee03dc,1949.0,1949.0,True,6736b091a85870df7cc40cea9d6eef3c1788d9c02d16a9e326f7206b3a6e7706,2.0,"cycle_return,mom20",4.2713142051065134e-13,20.0
2035,2020-10-09,FIT_COMPLETE,,c93c9330082689bd759ce894df874f48d5a0a8ea05466dcc0e01f46902b9c46e,2035.0,2035.0,False,2130ce873e2f676a5bbfd477f976cd44d301728e589e90441331441e7cbd9bb1,2.0,"cycle_return,mom20",3.911500030123749e-13,19.0
2051,2020-11-02,FIT_COMPLETE,,c93c9330082689bd759ce894df874f48d5a0a8ea05466dcc0e01f46902b9c46e,2035.0,2035.0,True,2130ce873e2f676a5bbfd477f976cd44d301728e589e90441331441e7cbd9bb1,2.0,"cycle_return,mom20",3.911500030123749e-13,19.0
2072,2020-12-01,FIT_COMPLETE,,c93c9330082689bd759ce894df874f48d5a0a8ea05466dcc0e01f46902b9c46e,2035.0,2035.0,True,2130ce873e2f676a5bbfd477f976cd44d301728e589e90441331441e7cbd9bb1,2.0,"cycle_return,mom20",3.911500030123749e-13,19.0
2095,2021-01-04,FIT_COMPLETE,,c93c9330082689bd759ce894df874f48d5a0a8ea05466dcc0e01f46902b9c46e,2035.0,2035.0,True,2130ce873e2f676a5bbfd477f976cd44d301728e589e90441331441e7cbd9bb1,2.0,"cycle_return,mom20",3.911500030123749e-13,19.0
2115,2021-02-01,FIT_COMPLETE,,c93c9330082689bd759ce894df874f48d5a0a8ea05466dcc0e01f46902b9c46e,2035.0,2035.0,True,2130ce873e2f676a5bbfd477f976cd44d301728e589e90441331441e7cbd9bb1,2.0,"cycle_return,mom20",3.911500030123749e-13,19.0
2130,2021-03-01,FIT_COMPLETE,,43b20f45f70366a47c04997d21c287f7da0ea4e8e0c9eb76cd0c045e94791a47,2130.0,2130.0,False,b2268d48f360dce611962b4ac363147bcf9c47bcaf6f17f432b3c29cf3640624,2.0,"cycle_return,mom20",3.850708814312487e-13,19.0
2153,2021-04-01,FIT_COMPLETE,,43b20f45f70366a47c04997d21c287f7da0ea4e8e0c9eb76cd0c045e94791a47,2130.0,2130.0,True,b2268d48f360dce611962b4ac363147bcf9c47bcaf6f17f432b3c29cf3640624,2.0,"cycle_return,mom20",3.850708814312487e-13,19.0
2174,2021-05-06,FIT_COMPLETE,,43b20f45f70366a47c04997d21c287f7da0ea4e8e0c9eb76cd0c045e94791a47,2130.0,2130.0,True,b2268d48f360dce611962b4ac363147bcf9c47bcaf6f17f432b3c29cf3640624,2.0,"cycle_return,mom20",3.850708814312487e-13,19.0
2192,2021-06-01,FIT_COMPLETE,,43b20f45f70366a47c04997d21c287f7da0ea4e8e0c9eb76cd0c045e94791a47,2130.0,2130.0,True,b2268d48f360dce611962b4ac363147bcf9c47bcaf6f17f432b3c29cf3640624,2.0,"cycle_return,mom20",3.850708814312487e-13,19.0
2213,2021-07-01,FIT_COMPLETE,,43b20f45f70366a47c04997d21c287f7da0ea4e8e0c9eb76cd0c045e94791a47,2130.0,2130.0,True,b2268d48f360dce611962b4ac363147bcf9c47bcaf6f17f432b3c29cf3640624,2.0,"cycle_return,mom20",3.850708814312487e-13,19.0
2235,2021-08-02,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,False,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2257,2021-09-01,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,True,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2277,2021-10-08,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,True,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2293,2021-11-01,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,True,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2315,2021-12-01,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,True,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2338,2022-01-04,FIT_COMPLETE,,9936e2c850db8dce699d64cef87b101b27e039cc30dbb6173badab02a59e52d3,2235.0,2235.0,True,0d168cbdef330b2fc9e72eac7ea34134aae08b46e445507b6062d171603e7a5d,2.0,"cycle_return,mom20",4.5412588620119543e-13,19.0
2357,2022-02-07,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,False,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2373,2022-03-01,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2396,2022-04-01,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2415,2022-05-05,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2434,2022-06-01,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2455,2022-07-01,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2476,2022-08-01,FIT_COMPLETE,,2e80c9ed490b8915b741733cc90e9aa8e6b62f8830b7727679adc91e51916958,2357.0,2357.0,True,edf351216f787f22f2d2bd0e187d1da222e935184e171f2a562ecb125a72462a,2.0,"cycle_return,mom20",5.209810447631691e-13,19.0
2499,2022-09-01,FIT_COMPLETE,,05aebd7ebcc6c685b0842786c002e2e420dd13b7c6bc446d69cacfc5337cb21d,2499.0,2499.0,False,3aed990aebb7e3e5285faa8841fceb85414ed261320f159efb6d0c8a20255480,1.0,cycle_return,6.505213034913027e-19,9.0
2520,2022-10-10,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,False,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2536,2022-11-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2558,2022-12-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2580,2023-01-03,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2596,2023-02-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2616,2023-03-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2639,2023-04-03,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2658,2023-05-04,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2678,2023-06-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2698,2023-07-03,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2719,2023-08-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2742,2023-09-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2762,2023-10-09,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2779,2023-11-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
2801,2023-12-01,FIT_COMPLETE,,cbe92f37f6c2ef14627c04cfd2a85d751327cd7ff02efe243391f653823a05df,2520.0,2520.0,True,a4210df07ef13e1071f638f47b3067bde29be5f90d04962d433a30c10630ceac,1.0,cycle_return,1.3010426069826053e-18,8.0
