date,observations,status,panic_budget
2018-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.25975878885538456
2018-09-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.25975878885538456
2018-10-08,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.25975878885538456
2018-11-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983318
2018-12-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983323
2019-01-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.595462880898333
2019-02-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5954628808983333
2019-03-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7870996533204222
2019-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8490784746930746
2019-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.849078474693073
2019-06-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8494726282268508
2019-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9047136327861768
2019-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9057053659167393
2019-09-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.90570536591674
2019-10-08,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9057106208903906
2019-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9057106208903906
2019-12-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9057106208903906
2020-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9057106208903906
2020-02-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9057106208903906
2020-03-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,1.0
2020-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9996610737660283
2020-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.999661073766029
2020-06-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9995899552181458
2020-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,1.0
2020-08-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9974260151989295
2020-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.99753915022618
2020-10-09,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991156345789324
2020-11-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991156345789314
2020-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991156345789303
2021-01-04,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9991156345789288
2021-02-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9994023822155592
2021-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994023822155592
2021-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994023822155592
2021-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994023822155592
2021-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994023822155592
2021-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.9994023822155592
2021-08-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9450430411519535
2021-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9060664512127113
2021-10-08,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8947028179309976
2021-11-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8951908828598589
2021-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9036428756241632
2022-01-04,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9027827949883168
2022-02-07,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8775786116407132
2022-03-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7834259203033974
2022-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7834259203033974
2022-05-05,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7834259203033975
2022-06-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.8100037884568938
2022-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.7784194931529315
2022-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6808123015452774
2022-09-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2022-10-10,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2022-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2022-12-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-01-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-02-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-04-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-05-04,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-07-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-08-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-09-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-10-09,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2023-12-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-02-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-03-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-06-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-08-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-09-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-10-08,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-11-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2024-12-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2025-01-02,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2025-02-05,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2025-03-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2025-04-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6808123015452774
2025-05-06,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9399525072648236
2025-06-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9399281902924567
2025-07-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9392177839982541
2025-08-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9363009790051533
2025-09-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.9333811712567536
2025-10-09,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.2091283032745476
2025-11-03,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.20912830327454748
2025-12-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.20912830327454737
2026-01-05,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.5394215457940347
2026-02-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6600606325925907
2026-03-02,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6600606325925916
2026-04-01,242,MIN_VARIANCE_BUDGET_AVAILABLE,0.6600606325925928
2026-05-06,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6600606325925928
2026-06-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6600606325925928
2026-07-01,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6600606325925928
2026-08-03,242,NO_VIEW_ZERO_OR_INVALID_RISK_KEEP_BUDGET,0.6600606325925928
