model,reused_control,name,main_base_net_sharpe,main_base_annualized_return,main_base_max_drawdown,main_base_trade_count,main_stress_net_sharpe,main_stress_annualized_return,main_stress_max_drawdown,main_stress_trade_count,earlier_base_net_sharpe,earlier_base_annualized_return,earlier_base_max_drawdown,earlier_base_trade_count,earlier_stress_net_sharpe,earlier_stress_annualized_return,earlier_stress_max_drawdown,earlier_stress_trade_count,minimum_joint_ratio
ADD_GATE_BAND20_LOWER01,True,原205仅强势加仓,1.2447517800557875,0.10376921452623912,-0.0668392919976615,112,1.186176033349953,0.09835721212233485,-0.07157601868591294,112,1.2410397343360873,0.1046516905837539,-0.05683295345232181,60,1.2309971899616972,0.10442494039980141,-0.057955548527298784,61,0.9835721212233485
ADD_GATE_EXPOSURE_105,True,原206目标1.05倍,1.2343113249012492,0.11099467506634585,-0.06842017502465514,110,1.1785689629556637,0.10547886375087225,-0.07178168427742,110,1.2253899256949647,0.10670988576088394,-0.05962697985674714,61,1.2397732998219992,0.10844569650605895,-0.06063661250465242,61,0.9821408024630531
REDUCE_100_LOWER00,False,目标1.00倍、非负日普通减仓,1.2344638790842042,0.10335586916624066,-0.06724597226591583,112,1.1760923772079037,0.09792565426343716,-0.07212664874030328,112,1.251028231591,0.10604871766571294,-0.05624223637430686,60,1.240987498913952,0.10584642275437647,-0.057354585267940156,61,0.9792565426343716
INTENT_MIX_BAND_00,True,原201零门槛合并,1.2405013820119346,0.10459650105918336,-0.07884983281915131,225,1.172798601324537,0.09821599593680244,-0.08416974266692658,218,1.184006405706422,0.10795886065051478,-0.07453120352772385,146,1.1873958854117022,0.10913348474467692,-0.07593492827342192,134,0.9773321677704476
REDUCE_105_LOWER00,False,目标1.05倍、非负日普通减仓,1.2241037984839638,0.11044203379251993,-0.06843702527791924,111,1.168497689974868,0.10497433474977835,-0.0723917462751928,111,1.2361356618604138,0.10817664325486313,-0.05892580239194994,61,1.2490118961272827,0.1098005414743457,-0.05998533078438343,61,0.9737480749790567
TWO_CLOSE_ZERO_EXIT,True,原198两次归零确认,1.230423970532244,0.1059963743703196,-0.07808473542008036,113,1.161128163111062,0.09931285910499427,-0.08340941783287366,113,1.1826547969585695,0.1120663874925603,-0.07891815727851231,63,1.1867365818784206,0.11331503886373448,-0.08040760814108888,64,0.9676068025925516
INTENT_MIX_BAND_20,True,原201二十个百分点合并,1.2229258968591001,0.10509389170277143,-0.07687237572528892,126,1.1575507211468796,0.09881791846932465,-0.08185429812595871,126,1.2509558955726625,0.11287597421364255,-0.07199836073389465,62,1.2401417226982454,0.11258122626833865,-0.07333276463041725,63,0.964625600955733
REDUCE_100_HALF,False,目标1.00倍、普通减仓一半,1.2069611053742235,0.10427202035376434,-0.06762048681139604,124,1.1517565493318789,0.09900810796155304,-0.07243011327691537,124,1.238265967715554,0.10864149131416571,-0.057029366602107626,63,1.2297833820218853,0.10852498427204171,-0.05718612562170398,64,0.9597971244432324
REDUCE_105_HALF,False,目标1.05倍、普通减仓一半,1.1960339214486408,0.10825486257208,-0.06840181896078411,122,1.1476538543462311,0.10335067620957515,-0.07267701680830749,123,1.2348367927972366,0.1124509678668132,-0.05750321912612824,64,1.248449219284341,0.11415094821236947,-0.057612046848287295,64,0.9563782119551927
REDUCE_105_HOLD,False,目标1.05倍、暂不普通减仓,1.1938370824194333,0.11335060783207586,-0.06842444352371017,97,1.1434231352000004,0.10799572567596197,-0.06980738446212414,97,1.1751849149535045,0.12426300416745975,-0.07082569486340334,52,1.1877935421081294,0.12606182451874356,-0.07157212245174219,52,0.952852612666667
REDUCE_105_UPPER00,False,目标1.05倍、非正日普通减仓,1.1957527664986094,0.10848535509093911,-0.06839833195021187,106,1.1405191857228123,0.10303233949505426,-0.07181365481414634,106,1.2268186675082446,0.10718434232539256,-0.05955270090915577,61,1.2408189928832243,0.108895036057592,-0.06074364204450036,61,0.9504326547690103
REDUCE_100_HOLD,False,目标1.00倍、暂不普通减仓,1.18912530280374,0.1107529398208421,-0.0668486184203932,97,1.1391330605173828,0.10561706300999066,-0.06954565375580778,97,1.1679218798138709,0.11851724695978881,-0.06768356504835192,52,1.1620535585405503,0.1184714521088248,-0.06845021583168677,53,0.9492775504311524
REDUCE_100_UPPER00,False,目标1.00倍、非正日普通减仓,1.1887756809696532,0.10609286450206516,-0.06683348695612563,107,1.1343306456102642,0.10077402396220958,-0.07155437568360927,107,1.2424274906432617,0.10508117414592537,-0.05682321420900674,60,1.2326708497020904,0.1048656685500956,-0.05794535636372533,61,0.9452755380085536
