cycle_id,entry_origin_index,entry_origin,entry_date,exit_date,entry_mom20,entry_sma120,entry_vol20,all_three_known
1,527,2014-07-29,2014-07-30,2014-10-30,0.08525141938647833,0.08823372118785877,0.1398304321697596,True
2,590,2014-11-03,2014-11-04,2015-01-20,0.02301688911393492,0.09990399033430752,0.13911368600111482,True
3,646,2015-01-22,2015-01-23,2015-02-03,0.06899938516548165,0.29466530529532053,0.5044575647499155,True
4,656,2015-02-05,2015-02-06,2015-05-12,-0.05845788575929839,0.1825222682445089,0.4561778694200443,True
5,719,2015-05-14,2015-05-15,2015-06-23,0.06748108614736717,0.27294048331901144,0.29566404832119403,True
6,813,2015-09-28,2015-09-29,2015-12-29,0.0015339779047255468,-0.22901931587872815,0.37339085634711455,True
7,876,2015-12-31,2016-01-04,2016-01-05,-0.006069420927794214,0.02103968758023278,0.22333339083240725,True
8,880,2016-01-07,2016-01-08,2016-01-12,-0.05636080025737533,-0.05508180566887677,0.3259823444675635,True
9,955,2016-04-29,2016-05-03,2016-07-28,-0.01792219013208749,-0.054400195286916864,0.12496249882472613,True
10,1018,2016-08-01,2016-08-02,2016-11-03,0.004970497962447603,0.02691392793781766,0.13556390416651537,True
11,1081,2016-11-07,2016-11-08,2017-02-08,0.015357655654319798,0.043470282861387766,0.08757536112821487,True
12,1144,2017-02-10,2017-02-13,2017-05-11,0.017697788140855885,0.016613426982149626,0.06860273102842619,True
13,1209,2017-05-17,2017-05-18,2017-08-14,-0.015707129205357922,-0.00274252504221284,0.09357133610849427,True
14,1272,2017-08-16,2017-08-17,2017-11-16,-0.00876150566857297,0.05566151269256969,0.11084487924622392,True
15,1335,2017-11-20,2017-11-21,2018-02-09,0.05075497680474175,0.09818232491704193,0.0892602317748918,True
16,1548,2018-10-08,2018-10-09,2018-10-19,-0.014559758017739427,-0.06975664989883612,0.2598105149829679,True
17,1643,2019-02-27,2019-02-28,2019-05-07,0.15756248798159517,0.13909590671058303,0.3045750310939512,True
18,1690,2019-05-09,2019-05-10,2019-07-05,-0.11237770056996069,0.04257868163631984,0.2748441546954941,True
19,1869,2020-02-04,2020-02-05,2020-03-17,-0.06346035391722595,-0.03644976111887699,0.35764253269249774,True
20,1901,2020-03-19,2020-03-20,2020-05-26,-0.1386973918052539,-0.09181581841122644,0.3014506158354897,True
21,1968,2020-06-30,2020-07-01,2020-09-23,0.07761228234823431,0.060186340394756455,0.14203331553347226,True
22,2095,2021-01-04,2021-01-05,2021-03-01,0.03704834629274847,0.0955227814585402,0.14888946167350128,True
23,2196,2021-06-07,2021-06-08,2021-07-28,0.0563912996524099,0.01278021370221194,0.16545334715915844,True
24,2291,2021-10-28,2021-10-29,2022-01-17,0.005064327647541895,-0.024665831279079065,0.11842199512345127,True
25,2420,2022-05-12,2022-05-13,2022-08-04,-0.037262134980668694,-0.13152565990439868,0.27494315368915334,True
26,2482,2022-08-09,2022-08-10,2022-09-08,-0.03293536037385087,-0.006423679724413156,0.13570805141608563,True
27,2849,2024-02-08,2024-02-19,2024-05-20,0.021489083782791407,-0.04343150896131864,0.20936970501657975,True
28,2912,2024-05-22,2024-05-23,2024-07-09,0.04133163523459039,0.06468230042664591,0.1085190470832941,True
29,2947,2024-07-11,2024-07-12,2024-09-09,-0.00709927729642679,0.003483312187892329,0.09022304503684463,True
30,2998,2024-09-24,2024-09-25,2024-10-10,0.00997075709037893,-0.018478120778457785,0.19197810111326272,True
31,3126,2025-04-09,2025-04-10,2025-07-09,-0.06899287148695157,-0.05907435669476746,0.2659007713744114,True
32,3189,2025-07-11,2025-07-14,2025-10-14,0.04686073093744622,0.04851170208686861,0.08965664664597907,True
33,3252,2025-10-16,2025-10-17,2026-01-13,0.0395342552064996,0.12965917684292716,0.17523476357811335,True
34,3315,2026-01-15,2026-01-16,2026-02-04,0.05372539935616289,0.05814363621564356,0.12098453437076961,True
35,3383,2026-04-30,2026-05-06,2026-07-20,0.06199890733954686,0.038166189435650644,0.1600896754772428,True
36,3438,2026-07-22,2026-07-23,2026-08-14,-0.04151849901904787,-4.5468376744572936e-05,0.28718264988953135,True
