研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文元每股,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202403291629018077,601628.SH,中国人寿,国信证券,2025,1.80,2024-03-28,2024-03-29,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202403291629018077,601628.SH,中国人寿,国信证券,2026,2.09,2024-03-28,2024-03-29,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515376,601628.SH,中国人寿,国信证券,2024,1.45,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515376,601628.SH,中国人寿,国信证券,2025,1.80,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515376,601628.SH,中国人寿,国信证券,2026,2.09,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202408301639604525,601628.SH,中国人寿,国信证券,2024,1.45,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202408301639604525,601628.SH,中国人寿,国信证券,2025,1.80,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202408301639604525,601628.SH,中国人寿,国信证券,2026,2.09,2024-08-30,2024-08-30,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202410311640631279,601628.SH,中国人寿,国信证券,2024,1.51,2024-10-31,2024-10-31,,1,摊薄每股收益(元) 1.14 0.75 1.51 1.93 2.30
AP202410311640631279,601628.SH,中国人寿,国信证券,2025,1.93,2024-10-31,2024-10-31,,1,摊薄每股收益(元) 1.14 0.75 1.51 1.93 2.30
AP202410311640631279,601628.SH,中国人寿,国信证券,2026,2.30,2024-10-31,2024-10-31,,1,摊薄每股收益(元) 1.14 0.75 1.51 1.93 2.30
AP202503271648313551,601628.SH,中国人寿,国信证券,2025,3.83,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202503271648313551,601628.SH,中国人寿,国信证券,2026,3.88,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202503271648313551,601628.SH,中国人寿,国信证券,2027,3.94,2025-03-27,2025-03-27,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202504301665122505,601628.SH,中国人寿,国信证券,2025,3.83,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202504301665122505,601628.SH,中国人寿,国信证券,2026,3.88,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202504301665122505,601628.SH,中国人寿,国信证券,2027,3.94,2025-04-30,2025-04-30,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202508281735871617,601628.SH,中国人寿,国信证券,2025,3.83,2025-08-28,2025-08-28,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202508281735871617,601628.SH,中国人寿,国信证券,2026,3.88,2025-08-28,2025-08-28,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202508281735871617,601628.SH,中国人寿,国信证券,2027,3.94,2025-08-28,2025-08-28,,1,摊薄每股收益(元) 0.75 3.78 3.83 3.88 3.94
AP202511041774883965,601628.SH,中国人寿,国信证券,2025,6.33,2025-11-03,2025-11-04,,1,摊薄每股收益(元) 0.75 3.78 6.33 6.51 6.71
AP202511041774883965,601628.SH,中国人寿,国信证券,2026,6.51,2025-11-03,2025-11-04,,1,摊薄每股收益(元) 0.75 3.78 6.33 6.51 6.71
AP202511041774883965,601628.SH,中国人寿,国信证券,2027,6.71,2025-11-03,2025-11-04,,1,摊薄每股收益(元) 0.75 3.78 6.33 6.51 6.71
AP202603261820762911,601628.SH,中国人寿,国信证券,2026,6.51,2026-03-25,2026-03-26,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202603261820762911,601628.SH,中国人寿,国信证券,2027,6.71,2026-03-25,2026-03-26,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202603261820762911,601628.SH,中国人寿,国信证券,2028,6.87,2026-03-25,2026-03-26,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202605051821967070,601628.SH,中国人寿,国信证券,2026,6.51,2026-04-30,2026-05-05,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202605051821967070,601628.SH,中国人寿,国信证券,2027,6.71,2026-04-30,2026-05-05,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202605051821967070,601628.SH,中国人寿,国信证券,2028,6.87,2026-04-30,2026-05-05,,1,摊薄每股收益(元) 3.78 5.45 6.51 6.71 6.87
AP202203301556016081,601939.SH,建设银行,国信证券,2022,1.32,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202203301556016081,601939.SH,建设银行,国信证券,2023,1.42,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202203301556016081,601939.SH,建设银行,国信证券,2024,1.51,2022-03-30,2022-03-30,,1,摊薄每股收益(元) 1.06 1.21 1.32 1.42 1.51
AP202205191566532709,601939.SH,建设银行,国信证券,2022,1.30,2022-05-01,2022-05-19,,1,摊薄每股收益(元) 1.06 1.19 1.30 1.40 1.49
AP202205191566532709,601939.SH,建设银行,国信证券,2023,1.40,2022-05-01,2022-05-19,,1,摊薄每股收益(元) 1.06 1.19 1.30 1.40 1.49
AP202205191566532709,601939.SH,建设银行,国信证券,2024,1.49,2022-05-01,2022-05-19,,1,摊薄每股收益(元) 1.06 1.19 1.30 1.40 1.49
AP202303131584213377,601939.SH,建设银行,国信证券,2022,1.27,2023-03-10,2023-03-13,,1,摊薄每股收益(元) 1.06 1.19 1.27 1.35 1.43
AP202303131584213377,601939.SH,建设银行,国信证券,2023,1.35,2023-03-10,2023-03-13,,1,摊薄每股收益(元) 1.06 1.19 1.27 1.35 1.43
AP202303131584213377,601939.SH,建设银行,国信证券,2024,1.43,2023-03-10,2023-03-13,,1,摊薄每股收益(元) 1.06 1.19 1.27 1.35 1.43
AP202303301584689341,601939.SH,建设银行,国信证券,2023,1.38,2023-03-30,2023-03-30,,1,摊薄每股收益(元) 1.19 1.30 1.38 1.47 1.56
AP202303301584689341,601939.SH,建设银行,国信证券,2024,1.47,2023-03-30,2023-03-30,,1,摊薄每股收益(元) 1.19 1.30 1.38 1.47 1.56
AP202303301584689341,601939.SH,建设银行,国信证券,2025,1.56,2023-03-30,2023-03-30,,1,摊薄每股收益(元) 1.19 1.30 1.38 1.47 1.56
AP202504131655830823,601939.SH,建设银行,国信证券,2025,1.36,2025-04-13,2025-04-13,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202504131655830823,601939.SH,建设银行,国信证券,2026,1.40,2025-04-13,2025-04-13,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202504131655830823,601939.SH,建设银行,国信证券,2027,1.46,2025-04-13,2025-04-13,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801813,601939.SH,建设银行,国信证券,2025,1.36,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801813,601939.SH,建设银行,国信证券,2026,1.40,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202505161673801813,601939.SH,建设银行,国信证券,2027,1.46,2025-05-01,2025-05-16,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202509021738144311,601939.SH,建设银行,国信证券,2025,1.36,2025-09-02,2025-09-02,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202509021738144311,601939.SH,建设银行,国信证券,2026,1.40,2025-09-02,2025-09-02,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202509021738144311,601939.SH,建设银行,国信证券,2027,1.46,2025-09-02,2025-09-02,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202511031774376075,601939.SH,建设银行,国信证券,2025,1.36,2025-10-31,2025-11-03,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202511031774376075,601939.SH,建设银行,国信证券,2026,1.40,2025-10-31,2025-11-03,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202511031774376075,601939.SH,建设银行,国信证券,2027,1.46,2025-10-31,2025-11-03,,1,摊薄每股收益(元) 1.31 1.32 1.36 1.40 1.46
AP202603311820897161,601939.SH,建设银行,国信证券,2026,1.31,2026-03-31,2026-03-31,,1,摊薄每股收益(元) 1.26 1.27 1.31 1.36 1.42
AP202603311820897161,601939.SH,建设银行,国信证券,2027,1.36,2026-03-31,2026-03-31,,1,摊薄每股收益(元) 1.26 1.27 1.31 1.36 1.42
AP202603311820897161,601939.SH,建设银行,国信证券,2028,1.42,2026-03-31,2026-03-31,,1,摊薄每股收益(元) 1.26 1.27 1.31 1.36 1.42
