model,reused_control,name,main_base_net_sharpe,main_base_annualized_return,main_base_max_drawdown,main_base_trade_count,main_stress_net_sharpe,main_stress_annualized_return,main_stress_max_drawdown,main_stress_trade_count,earlier_base_net_sharpe,earlier_base_annualized_return,earlier_base_max_drawdown,earlier_base_trade_count,earlier_stress_net_sharpe,earlier_stress_annualized_return,earlier_stress_max_drawdown,earlier_stress_trade_count,minimum_joint_ratio
SELECTED_MIX_BAND00_FULL,False,0个百分点调仓、已保存五来源,1.2899680761360868,0.10819165974313805,-0.06392646839364245,261,1.2233719900451485,0.10205358794351801,-0.06827273226503768,242,1.2244673599422224,0.11052145440329086,-0.05970392344608576,147,1.2346696241416828,0.1121150275724128,-0.06103760408302648,139,1.0194766583709571
SELECTED_MIX_BAND10_FULL,False,10个百分点调仓、已保存五来源,1.2889013275807608,0.10834381176362556,-0.0650240842154689,124,1.222684627786843,0.10220989098648206,-0.06634093546301313,124,1.2239195325052583,0.1094819888244525,-0.05951625440015529,71,1.235169362272293,0.11103754020196355,-0.06081630439201334,71,1.018903856489036
SELECTED_MIX_BAND10_SIMPLE3,False,10个百分点调仓、七成、一成半、一成半,1.2810472268896844,0.10914057688040042,-0.06401708740886601,119,1.2165861426414069,0.10315623213392484,-0.06512439126076651,119,1.2285774671770735,0.10823129037662224,-0.05822024185996379,66,1.2392926023280768,0.10974014892836284,-0.05938450010317076,66,1.0138217855345057
SELECTED_MIX_BAND10_SIMPLE2,False,10个百分点调仓、八成半、一成半两来源,1.281246173566597,0.10928141103691358,-0.06404028297935173,119,1.2163675529261235,0.10323269641617325,-0.06508596549013429,119,1.2287047720158415,0.10880924148940174,-0.05857641051979897,66,1.239529799296327,0.11031017905231985,-0.05975418626990414,66,1.0136396274384363
SELECTED_MIX_BAND00_SIMPLE2,False,0个百分点调仓、八成半、一成半两来源,1.2868632111221363,0.10741310447324698,-0.062428167145458076,199,1.2201084835617568,0.10129013032698632,-0.06703232145385314,200,1.2376356520072824,0.1102038219192775,-0.057797184403104655,122,1.2487398248718873,0.11189749815801535,-0.05869622695421903,124,1.012901303269863
SELECTED_MIX_BAND00_SIMPLE3,False,0个百分点调仓、七成、一成半、一成半,1.2870453855718271,0.10729708329520268,-0.06242147950698487,200,1.2203959784705467,0.10120448751752198,-0.06698699054878357,196,1.2386609841311818,0.10976397035347016,-0.05746426509583347,135,1.2496473247689401,0.11143362865961397,-0.058347260797074044,130,1.0120448751752198
SELECTED_MIX_BAND00_TOP3,False,0个百分点调仓、前三来源归一化,1.2800101676173583,0.1078095544030352,-0.0632304620563143,200,1.213827874515275,0.10167172050904719,-0.06758909577253973,202,1.2403899844310247,0.11034038885369249,-0.057276949848679676,123,1.2525816738468298,0.11207808203174709,-0.058266254047598325,131,1.0115232287627294
SELECTED_MIX_BAND10_TOP3,False,10个百分点调仓、前三来源归一化,1.2751483363577119,0.10961668986459669,-0.06470003777606569,119,1.211531258094734,0.10365095754032648,-0.06576488683761943,118,1.2350704012102027,0.10932257294407359,-0.058019049810439136,65,1.246006123628863,0.11086333868575465,-0.05915454216462018,65,1.0096093817456118
ADD_GATE_BAND20_LOWER01,True,原205仅强势加仓,1.2447517800557875,0.10376921452623912,-0.0668392919976615,112,1.186176033349953,0.09835721212233485,-0.07157601868591294,112,1.2410397343360873,0.1046516905837539,-0.05683295345232181,60,1.2309971899616972,0.10442494039980141,-0.057955548527298784,61,0.9835721212233485
ADD_GATE_EXPOSURE_105,True,原206目标1.05倍,1.2343113249012492,0.11099467506634585,-0.06842017502465514,110,1.1785689629556637,0.10547886375087225,-0.07178168427742,110,1.2253899256949647,0.10670988576088394,-0.05962697985674714,61,1.2397732998219992,0.10844569650605895,-0.06063661250465242,61,0.9821408024630531
INTENT_MIX_BAND_00,True,原201零门槛合并,1.2405013820119346,0.10459650105918336,-0.07884983281915131,225,1.172798601324537,0.09821599593680244,-0.08416974266692658,218,1.184006405706422,0.10795886065051478,-0.07453120352772385,146,1.1873958854117022,0.10913348474467692,-0.07593492827342192,134,0.9773321677704476
TWO_CLOSE_ZERO_EXIT,True,原198两次归零确认,1.230423970532244,0.1059963743703196,-0.07808473542008036,113,1.161128163111062,0.09931285910499427,-0.08340941783287366,113,1.1826547969585695,0.1120663874925603,-0.07891815727851231,63,1.1867365818784206,0.11331503886373448,-0.08040760814108888,64,0.9676068025925516
INTENT_MIX_BAND_20,True,原201二十个百分点合并,1.2229258968591001,0.10509389170277143,-0.07687237572528892,126,1.1575507211468796,0.09881791846932465,-0.08185429812595871,126,1.2509558955726625,0.11287597421364255,-0.07199836073389465,62,1.2401417226982454,0.11258122626833865,-0.07333276463041725,63,0.964625600955733
